performer	receiver	pen	nr_meet	nr_interact	nr_bites
F1250_4	F1265_4	1	1281	720	595.217
F1250_4	F1767_4	1	1187	662	541.612
F1250_4	F1975_4	1	1170	532	437.723
F1250_4	F2226_4	1	1394	677	553.758
F1250_4	F2507_4	1	1381	876	717.165
F1250_4	F579_4	1	1283	668	548.64
F1250_4	M1017_4	1	1418	677	552.762
F1250_4	M1301_4	1	1258	406	332.914
F1250_4	M1533_4	1	1270	664	546.594
F1250_4	M2177_4	1	1278	732	602.297
F1250_4	M2347_4	1	1177	828	678.356
F1250_4	M270_4	1	1301	668	548.663
F1250_4	M597_4	1	1364	908	746.953
F1265_4	F1250_4	1	1281	758	496.607
F1265_4	F1767_4	1	1242	475	312.507
F1265_4	F1975_4	1	1205	374	247.118
F1265_4	F2226_4	1	1330	393	261.836
F1265_4	F2507_4	1	1298	600	395.184
F1265_4	F579_4	1	1269	440	289.946
F1265_4	M1017_4	1	1325	381	252.92
F1265_4	M1301_4	1	1276	234	153.328
F1265_4	M1533_4	1	1255	414	274.603
F1265_4	M2177_4	1	1138	462	305.974
F1265_4	M2347_4	1	1290	713	470.284
F1265_4	M270_4	1	1208	387	254.427
F1265_4	M597_4	1	1169	598	392.866
F1767_4	F1250_4	1	1187	950	1373.51
F1767_4	F1265_4	1	1242	801	1155.05
F1767_4	F1975_4	1	1252	665	949.121
F1767_4	F2226_4	1	1266	733	1056.86
F1767_4	F2507_4	1	1121	791	1139.06
F1767_4	F579_4	1	1188	715	1028.58
F1767_4	M1017_4	1	1291	722	1039.04
F1767_4	M1301_4	1	1215	475	682.471
F1767_4	M1533_4	1	1132	702	1011.65
F1767_4	M2177_4	1	1253	854	1229.55
F1767_4	M2347_4	1	1325	1049	1499.58
F1767_4	M270_4	1	1254	757	1087.72
F1767_4	M597_4	1	1241	944	1357.16
F1975_4	F1250_4	1	1170	647	871.674
F1975_4	F1265_4	1	1205	445	600.187
F1975_4	F1767_4	1	1252	428	573.798
F1975_4	F2226_4	1	1253	368	492.496
F1975_4	F2507_4	1	1266	573	771.357
F1975_4	F579_4	1	1328	428	573.897
F1975_4	M1017_4	1	1311	349	470.423
F1975_4	M1301_4	1	1334	253	339.693
F1975_4	M1533_4	1	1200	385	519.976
F1975_4	M2177_4	1	1276	496	661.839
F1975_4	M2347_4	1	1260	641	866.869
F1975_4	M270_4	1	1257	386	520.763
F1975_4	M597_4	1	1309	654	882.244
F2226_4	F1250_4	1	1394	932	1686.23
F2226_4	F1265_4	1	1330	651	1179.09
F2226_4	F1767_4	1	1266	598	1082.08
F2226_4	F1975_4	1	1253	508	919.378
F2226_4	F2507_4	1	1144	656	1186.07
F2226_4	F579_4	1	1278	565	1020.56
F2226_4	M1017_4	1	1240	447	804.166
F2226_4	M1301_4	1	1210	337	610.292
F2226_4	M1533_4	1	1417	695	1258.19
F2226_4	M2177_4	1	1304	710	1279.19
F2226_4	M2347_4	1	1278	835	1504.57
F2226_4	M270_4	1	1255	547	996.366
F2226_4	M597_4	1	1361	856	1553.75
F2507_4	F1250_4	1	1381	1096	943.471
F2507_4	F1265_4	1	1298	841	725.452
F2507_4	F1767_4	1	1121	706	610.477
F2507_4	F1975_4	1	1266	709	605.689
F2507_4	F2226_4	1	1144	673	580.134
F2507_4	F579_4	1	1176	713	616.036
F2507_4	M1017_4	1	1226	665	569.223
F2507_4	M1301_4	1	1256	520	447.441
F2507_4	M1533_4	1	1313	802	688.581
F2507_4	M2177_4	1	1228	857	740.805
F2507_4	M2347_4	1	1112	867	748.926
F2507_4	M270_4	1	1297	788	675.987
F2507_4	M597_4	1	1257	964	827.613
F579_4	F1250_4	1	1283	719	607.304
F579_4	F1265_4	1	1269	470	397.703
F579_4	F1767_4	1	1188	439	372.273
F579_4	F1975_4	1	1328	361	305.641
F579_4	F2226_4	1	1278	373	316.043
F579_4	F2507_4	1	1176	531	447.353
F579_4	M1017_4	1	1256	341	289.273
F579_4	M1301_4	1	1349	224	189.313
F579_4	M1533_4	1	1193	373	317.214
F579_4	M2177_4	1	1193	495	421.506
F579_4	M2347_4	1	1147	604	512.969
F579_4	M270_4	1	1139	337	282.947
F579_4	M597_4	1	1163	536	454.497
M1017_4	F1250_4	1	1418	941	2045.2
M1017_4	F1265_4	1	1325	675	1458.73
M1017_4	F1767_4	1	1291	639	1387.24
M1017_4	F1975_4	1	1311	544	1183.51
M1017_4	F2226_4	1	1240	534	1160.25
M1017_4	F2507_4	1	1226	719	1554.02
M1017_4	F579_4	1	1256	562	1219.37
M1017_4	M1301_4	1	1191	327	714.054
M1017_4	M1533_4	1	1148	571	1237.88
M1017_4	M2177_4	1	1273	699	1513.17
M1017_4	M2347_4	1	1191	780	1698.84
M1017_4	M270_4	1	1213	555	1208.15
M1017_4	M597_4	1	1253	792	1723.17
M1301_4	F1250_4	1	1258	852	785.428
M1301_4	F1265_4	1	1276	632	583.851
M1301_4	F1767_4	1	1215	561	515.394
M1301_4	F1975_4	1	1334	533	491.192
M1301_4	F2226_4	1	1210	519	476.105
M1301_4	F2507_4	1	1256	699	639.514
M1301_4	F579_4	1	1349	615	565.027
M1301_4	M1017_4	1	1191	469	430.729
M1301_4	M1533_4	1	1231	528	484.477
M1301_4	M2177_4	1	1250	655	600.046
M1301_4	M2347_4	1	1222	794	729.644
M1301_4	M270_4	1	1312	571	521.032
M1301_4	M597_4	1	1329	809	745.425
M1533_4	F1250_4	1	1270	750	1026.52
M1533_4	F1265_4	1	1255	517	708.81
M1533_4	F1767_4	1	1132	457	619.98
M1533_4	F1975_4	1	1200	374	510.462
M1533_4	F2226_4	1	1417	477	651.727
M1533_4	F2507_4	1	1313	628	859.539
M1533_4	F579_4	1	1193	446	610.01
M1533_4	M1017_4	1	1148	332	453.968
M1533_4	M1301_4	1	1231	254	348.226
M1533_4	M2177_4	1	1373	622	855.173
M1533_4	M2347_4	1	1395	761	1037.29
M1533_4	M270_4	1	1352	487	667.147
M1533_4	M597_4	1	1295	660	904.003
M2177_4	F1250_4	1	1278	700	1660.73
M2177_4	F1265_4	1	1138	440	1026.14
M2177_4	F1767_4	1	1253	462	1088.32
M2177_4	F1975_4	1	1276	342	812.547
M2177_4	F2226_4	1	1304	402	952.28
M2177_4	F2507_4	1	1228	526	1232.3
M2177_4	F579_4	1	1193	420	985.497
M2177_4	M1017_4	1	1273	376	888.032
M2177_4	M1301_4	1	1250	216	503.822
M2177_4	M1533_4	1	1373	481	1137.97
M2177_4	M2347_4	1	1345	719	1692.17
M2177_4	M270_4	1	1184	379	888.317
M2177_4	M597_4	1	1140	567	1324.03
M2347_4	F1250_4	1	1177	664	911.159
M2347_4	F1265_4	1	1290	482	665.306
M2347_4	F1767_4	1	1325	494	684.286
M2347_4	F1975_4	1	1260	386	531.938
M2347_4	F2226_4	1	1278	390	538.353
M2347_4	F2507_4	1	1112	525	726.596
M2347_4	F579_4	1	1147	369	508.174
M2347_4	M1017_4	1	1191	350	479.619
M2347_4	M1301_4	1	1222	233	323.022
M2347_4	M1533_4	1	1395	476	653.855
M2347_4	M2177_4	1	1345	570	786.057
M2347_4	M270_4	1	1237	442	607.327
M2347_4	M597_4	1	1248	641	890.258
M270_4	F1250_4	1	1301	841	764.879
M270_4	F1265_4	1	1208	591	537.911
M270_4	F1767_4	1	1254	602	546.762
M270_4	F1975_4	1	1257	500	456.108
M270_4	F2226_4	1	1255	506	461.378
M270_4	F2507_4	1	1297	747	682.189
M270_4	F579_4	1	1139	508	462.059
M270_4	M1017_4	1	1213	442	400.698
M270_4	M1301_4	1	1312	352	320.643
M270_4	M1533_4	1	1352	616	557.235
M270_4	M2177_4	1	1184	597	542.568
M270_4	M2347_4	1	1237	802	732.483
M270_4	M597_4	1	1258	767	694.908
M597_4	F1250_4	1	1364	998	2044.09
M597_4	F1265_4	1	1169	669	1363.72
M597_4	F1767_4	1	1241	715	1459.42
M597_4	F1975_4	1	1309	615	1267.49
M597_4	F2226_4	1	1361	699	1431.52
M597_4	F2507_4	1	1257	786	1615.56
M597_4	F579_4	1	1163	614	1264.82
M597_4	M1017_4	1	1253	620	1287.91
M597_4	M1301_4	1	1329	445	910.046
M597_4	M1533_4	1	1295	697	1432.49
M597_4	M2177_4	1	1140	692	1411.48
M597_4	M2347_4	1	1248	901	1844.39
M597_4	M270_4	1	1258	664	1362.56
F100_4	F1113_4	2	1285	550	660.925
F100_4	F1212_4	2	1179	800	971.06
F100_4	F2271_4	2	1222	809	976.994
F100_4	F49_4	2	1216	692	839.508
F100_4	M1129_4	2	1252	894	1083.11
F100_4	M1749_4	2	1165	867	1046.54
F100_4	M1799_4	2	1460	647	783.093
F100_4	M2378_4	2	1265	719	868.753
F100_4	M330_4	2	1264	681	821.972
F100_4	M37_4	2	1212	521	632.971
F100_4	M485_4	2	1229	1046	1264.74
F100_4	M729_4	2	1195	768	922.074
F100_4	M878_4	2	1220	488	590.133
F1113_4	F100_4	2	1285	755	1079.66
F1113_4	F1212_4	2	1416	986	1410.61
F1113_4	F2271_4	2	1367	874	1249.96
F1113_4	F49_4	2	1259	744	1068.51
F1113_4	M1129_4	2	1158	803	1139.1
F1113_4	M1749_4	2	1226	903	1292.35
F1113_4	M1799_4	2	1324	562	805.83
F1113_4	M2378_4	2	1392	779	1108.73
F1113_4	M330_4	2	1234	671	958.7
F1113_4	M37_4	2	1233	523	743.982
F1113_4	M485_4	2	1291	1075	1537.53
F1113_4	M729_4	2	1205	736	1054.57
F1113_4	M878_4	2	1271	539	770.829
F1212_4	F100_4	2	1179	742	900.479
F1212_4	F1113_4	2	1416	712	866.602
F1212_4	F2271_4	2	1257	891	1089.7
F1212_4	F49_4	2	1221	775	942.023
F1212_4	M1129_4	2	1235	948	1155.56
F1212_4	M1749_4	2	1145	882	1075.63
F1212_4	M1799_4	2	1411	695	850.849
F1212_4	M2378_4	2	1203	743	910.886
F1212_4	M330_4	2	1183	728	892.283
F1212_4	M37_4	2	1229	608	743.896
F1212_4	M485_4	2	1157	1008	1227.47
F1212_4	M729_4	2	1276	864	1048.78
F1212_4	M878_4	2	1211	585	715.011
F2271_4	F100_4	2	1222	521	1511.34
F2271_4	F1113_4	2	1367	452	1309.23
F2271_4	F1212_4	2	1257	732	2125.41
F2271_4	F49_4	2	1218	603	1746.15
F2271_4	M1129_4	2	1314	812	2365.35
F2271_4	M1749_4	2	1269	796	2306.84
F2271_4	M1799_4	2	1249	421	1225.26
F2271_4	M2378_4	2	1243	553	1612.12
F2271_4	M330_4	2	1230	548	1598.58
F2271_4	M37_4	2	1333	456	1336.73
F2271_4	M485_4	2	1246	981	2851.65
F2271_4	M729_4	2	1242	649	1886.53
F2271_4	M878_4	2	1281	397	1158.53
F49_4	F100_4	2	1216	844	516.346
F49_4	F1113_4	2	1259	762	466.395
F49_4	F1212_4	2	1221	989	604.381
F49_4	F2271_4	2	1218	953	582.549
F49_4	M1129_4	2	1303	1055	643.945
F49_4	M1749_4	2	1352	1149	700.092
F49_4	M1799_4	2	1237	727	445.7
F49_4	M2378_4	2	1210	853	519.509
F49_4	M330_4	2	1274	887	536.904
F49_4	M37_4	2	1366	824	504.248
F49_4	M485_4	2	1343	1223	747.634
F49_4	M729_4	2	1394	1059	646.17
F49_4	M878_4	2	1267	696	426.31
M1129_4	F100_4	2	1252	486	950.998
M1129_4	F1113_4	2	1158	360	706.137
M1129_4	F1212_4	2	1235	702	1378.31
M1129_4	F2271_4	2	1314	661	1301.59
M1129_4	F49_4	2	1303	600	1177.79
M1129_4	M1749_4	2	1248	823	1626.13
M1129_4	M1799_4	2	1083	340	669.966
M1129_4	M2378_4	2	1318	571	1119.44
M1129_4	M330_4	2	1307	547	1084.13
M1129_4	M37_4	2	1293	405	800.049
M1129_4	M485_4	2	1445	1106	2167.09
M1129_4	M729_4	2	1374	730	1421.61
M1129_4	M878_4	2	1181	334	658.133
M1749_4	F100_4	2	1165	371	468.585
M1749_4	F1113_4	2	1226	267	333.058
M1749_4	F1212_4	2	1145	492	617.3
M1749_4	F2271_4	2	1269	514	643.638
M1749_4	F49_4	2	1352	470	590.491
M1749_4	M1129_4	2	1248	588	741.454
M1749_4	M1799_4	2	1214	229	285.429
M1749_4	M2378_4	2	1145	383	475.484
M1749_4	M330_4	2	1220	384	480.115
M1749_4	M37_4	2	1572	301	375.735
M1749_4	M485_4	2	1308	884	1106.16
M1749_4	M729_4	2	1410	541	678.654
M1749_4	M878_4	2	1327	275	343.114
M1799_4	F100_4	2	1460	935	1207.21
M1799_4	F1113_4	2	1324	706	908.322
M1799_4	F1212_4	2	1411	1077	1390.42
M1799_4	F2271_4	2	1249	892	1147.57
M1799_4	F49_4	2	1237	825	1058.4
M1799_4	M1129_4	2	1083	840	1089.15
M1799_4	M1749_4	2	1214	988	1271.26
M1799_4	M2378_4	2	1229	826	1068.25
M1799_4	M330_4	2	1146	728	936.133
M1799_4	M37_4	2	1302	684	879.285
M1799_4	M485_4	2	1288	1157	1500.09
M1799_4	M729_4	2	1274	912	1174.92
M1799_4	M878_4	2	1310	657	838.233
M2378_4	F100_4	2	1265	506	629.447
M2378_4	F1113_4	2	1392	407	504.141
M2378_4	F1212_4	2	1203	657	821.961
M2378_4	F2271_4	2	1243	649	807.425
M2378_4	F49_4	2	1210	533	662.299
M2378_4	M1129_4	2	1318	773	965.466
M2378_4	M1749_4	2	1145	702	875.601
M2378_4	M1799_4	2	1229	360	451.123
M2378_4	M330_4	2	1408	573	714.658
M2378_4	M37_4	2	1205	366	459.085
M2378_4	M485_4	2	1349	1007	1258.72
M2378_4	M729_4	2	1214	591	739.73
M2378_4	M878_4	2	1247	336	418.335
M330_4	F100_4	2	1264	494	616.328
M330_4	F1113_4	2	1234	387	481.947
M330_4	F1212_4	2	1183	621	768.227
M330_4	F2271_4	2	1230	631	776.4
M330_4	F49_4	2	1274	537	667.853
M330_4	M1129_4	2	1307	785	972.819
M330_4	M1749_4	2	1220	736	909.748
M330_4	M1799_4	2	1146	325	405.681
M330_4	M2378_4	2	1408	612	751.347
M330_4	M37_4	2	1209	377	466.895
M330_4	M485_4	2	1322	989	1222.74
M330_4	M729_4	2	1325	682	846.213
M330_4	M878_4	2	1164	326	402.457
M37_4	F100_4	2	1212	548	349.772
M37_4	F1113_4	2	1233	460	292.6
M37_4	F1212_4	2	1229	760	483.397
M37_4	F2271_4	2	1333	784	502.844
M37_4	F49_4	2	1366	666	424.21
M37_4	M1129_4	2	1293	795	505.565
M37_4	M1749_4	2	1572	1050	670.569
M37_4	M1799_4	2	1302	472	301.744
M37_4	M2378_4	2	1205	572	365.458
M37_4	M330_4	2	1209	582	368.528
M37_4	M485_4	2	1268	1022	651.111
M37_4	M729_4	2	1124	603	385.336
M37_4	M878_4	2	1277	433	277.342
M485_4	F100_4	2	1229	607	690.505
M485_4	F1113_4	2	1291	504	573.932
M485_4	F1212_4	2	1157	731	833.296
M485_4	F2271_4	2	1246	726	831.027
M485_4	F49_4	2	1343	702	801.07
M485_4	M1129_4	2	1445	975	1112.42
M485_4	M1749_4	2	1308	909	1038.36
M485_4	M1799_4	2	1288	476	542.837
M485_4	M2378_4	2	1349	695	789.637
M485_4	M330_4	2	1322	666	758.16
M485_4	M37_4	2	1268	481	550.952
M485_4	M729_4	2	1329	803	916.704
M485_4	M878_4	2	1253	452	515.851
M729_4	F100_4	2	1195	733	844.315
M729_4	F1113_4	2	1205	615	705.735
M729_4	F1212_4	2	1276	940	1085.96
M729_4	F2271_4	2	1242	862	995.939
M729_4	F49_4	2	1394	903	1042.41
M729_4	M1129_4	2	1374	1017	1179.9
M729_4	M1749_4	2	1410	1098	1271.85
M729_4	M1799_4	2	1274	603	695.567
M729_4	M2378_4	2	1214	745	859.004
M729_4	M330_4	2	1325	816	938.386
M729_4	M37_4	2	1124	522	599.991
M729_4	M485_4	2	1329	1156	1331.15
M729_4	M878_4	2	1294	590	678.083
M878_4	F100_4	2	1220	578	402.432
M878_4	F1113_4	2	1271	454	314.842
M878_4	F1212_4	2	1211	722	501.006
M878_4	F2271_4	2	1281	735	509.065
M878_4	F49_4	2	1267	647	454.05
M878_4	M1129_4	2	1181	746	517.83
M878_4	M1749_4	2	1327	872	606.411
M878_4	M1799_4	2	1310	444	308.492
M878_4	M2378_4	2	1247	602	420.796
M878_4	M330_4	2	1164	551	384.762
M878_4	M37_4	2	1277	460	321.555
M878_4	M485_4	2	1253	1021	710.609
M878_4	M729_4	2	1294	710	493.58
F1336_4	F1544_4	3	1190	539	1072.06
F1336_4	F1639_4	3	1200	770	1523.39
F1336_4	F1833_4	3	1301	899	1776.25
F1336_4	F1850_4	3	1303	955	1906.19
F1336_4	F676_4	3	1286	408	807.083
F1336_4	M1222_4	3	1274	694	1369.41
F1336_4	M1446_4	3	1282	600	1195.66
F1336_4	M1530_4	3	1247	584	1160.24
F1336_4	M1948_4	3	1304	589	1173.03
F1336_4	M2087_4	3	1226	315	625.787
F1336_4	M2159_4	3	1294	809	1615.03
F1336_4	M2426_4	3	1125	530	1057.75
F1336_4	M2580_4	3	1253	669	1328.53
F1544_4	F1336_4	3	1190	647	844.864
F1544_4	F1639_4	3	1211	913	1196.41
F1544_4	F1833_4	3	1381	1060	1395.27
F1544_4	F1850_4	3	1193	984	1298.65
F1544_4	F676_4	3	1318	557	730.983
F1544_4	M1222_4	3	1239	801	1050.31
F1544_4	M1446_4	3	1497	895	1176.99
F1544_4	M1530_4	3	1176	717	941.223
F1544_4	M1948_4	3	1400	791	1043.59
F1544_4	M2087_4	3	1256	476	623.054
F1544_4	M2159_4	3	1203	880	1161.75
F1544_4	M2426_4	3	1196	721	952.442
F1544_4	M2580_4	3	1156	801	1052.86
F1639_4	F1336_4	3	1200	462	884.632
F1639_4	F1544_4	3	1211	500	948.939
F1639_4	F1833_4	3	1201	754	1438.89
F1639_4	F1850_4	3	1391	941	1796.31
F1639_4	F676_4	3	1245	378	719.525
F1639_4	M1222_4	3	1183	570	1084.08
F1639_4	M1446_4	3	1346	544	1032.88
F1639_4	M1530_4	3	1321	545	1038.01
F1639_4	M1948_4	3	1256	493	944.712
F1639_4	M2087_4	3	1214	248	473.295
F1639_4	M2159_4	3	1204	681	1291.13
F1639_4	M2426_4	3	1327	611	1159.52
F1639_4	M2580_4	3	1222	603	1147.58
F1833_4	F1336_4	3	1301	706	766.626
F1833_4	F1544_4	3	1381	766	824.585
F1833_4	F1639_4	3	1201	877	948.815
F1833_4	F1850_4	3	1398	1132	1231.22
F1833_4	F676_4	3	1198	486	529.388
F1833_4	M1222_4	3	1281	830	902.419
F1833_4	M1446_4	3	1312	744	811.426
F1833_4	M1530_4	3	1343	753	819.949
F1833_4	M1948_4	3	1229	689	747.407
F1833_4	M2087_4	3	1235	418	451.034
F1833_4	M2159_4	3	1303	927	1008.37
F1833_4	M2426_4	3	1380	807	883.55
F1833_4	M2580_4	3	1199	776	840.211
F1850_4	F1336_4	3	1303	508	278.548
F1850_4	F1544_4	3	1193	445	242.046
F1850_4	F1639_4	3	1391	820	445.438
F1850_4	F1833_4	3	1398	885	482.041
F1850_4	F676_4	3	1291	326	177.326
F1850_4	M1222_4	3	1185	594	323.815
F1850_4	M1446_4	3	1291	520	284.071
F1850_4	M1530_4	3	1298	519	283.179
F1850_4	M1948_4	3	1160	449	246.492
F1850_4	M2087_4	3	1280	268	146.791
F1850_4	M2159_4	3	1205	661	359.337
F1850_4	M2426_4	3	1235	518	282.344
F1850_4	M2580_4	3	1176	607	331.881
F676_4	F1336_4	3	1286	487	807.47
F676_4	F1544_4	3	1318	544	899.236
F676_4	F1639_4	3	1245	752	1233.27
F676_4	F1833_4	3	1198	787	1299.63
F676_4	F1850_4	3	1291	873	1442.6
F676_4	M1222_4	3	1330	647	1067.83
F676_4	M1446_4	3	1363	566	937.21
F676_4	M1530_4	3	1291	562	931.724
F676_4	M1948_4	3	1305	534	881.824
F676_4	M2087_4	3	1214	302	497.837
F676_4	M2159_4	3	1320	745	1222.88
F676_4	M2426_4	3	1022	426	700.719
F676_4	M2580_4	3	1338	666	1093.21
M1222_4	F1336_4	3	1274	574	1288.36
M1222_4	F1544_4	3	1239	630	1416.68
M1222_4	F1639_4	3	1183	814	1817.06
M1222_4	F1833_4	3	1281	905	2019.33
M1222_4	F1850_4	3	1185	879	1967.15
M1222_4	F676_4	3	1330	449	997.264
M1222_4	M1446_4	3	1319	636	1420.48
M1222_4	M1530_4	3	1269	621	1385.89
M1222_4	M1948_4	3	1143	538	1203.01
M1222_4	M2087_4	3	1210	328	731.055
M1222_4	M2159_4	3	1267	802	1787.05
M1222_4	M2426_4	3	1233	669	1494.98
M1222_4	M2580_4	3	1291	713	1602.32
M1446_4	F1336_4	3	1282	582	256.728
M1446_4	F1544_4	3	1497	786	346.371
M1446_4	F1639_4	3	1346	928	408.706
M1446_4	F1833_4	3	1312	952	417.095
M1446_4	F1850_4	3	1291	987	433.467
M1446_4	F676_4	3	1363	475	210.975
M1446_4	M1222_4	3	1319	784	348.097
M1446_4	M1530_4	3	1258	652	285.732
M1446_4	M1948_4	3	1389	712	314.238
M1446_4	M2087_4	3	1290	347	153.845
M1446_4	M2159_4	3	1171	804	355.349
M1446_4	M2426_4	3	1207	651	285.844
M1446_4	M2580_4	3	1260	767	338.762
M1530_4	F1336_4	3	1247	485	458.654
M1530_4	F1544_4	3	1176	488	464.667
M1530_4	F1639_4	3	1321	744	705.181
M1530_4	F1833_4	3	1343	832	790.177
M1530_4	F1850_4	3	1298	868	827.091
M1530_4	F676_4	3	1291	334	316.727
M1530_4	M1222_4	3	1269	604	572.284
M1530_4	M1446_4	3	1258	524	497.92
M1530_4	M1948_4	3	1141	445	425.206
M1530_4	M2087_4	3	1320	283	268.775
M1530_4	M2159_4	3	1316	731	694.586
M1530_4	M2426_4	3	1175	520	494.746
M1530_4	M2580_4	3	1414	660	631.714
M1948_4	F1336_4	3	1304	748	719.858
M1948_4	F1544_4	3	1400	812	786.331
M1948_4	F1639_4	3	1256	932	904.145
M1948_4	F1833_4	3	1229	937	899.8
M1948_4	F1850_4	3	1160	930	894.343
M1948_4	F676_4	3	1305	561	542.607
M1948_4	M1222_4	3	1143	740	710.98
M1948_4	M1446_4	3	1389	814	789.058
M1948_4	M1530_4	3	1141	686	659.446
M1948_4	M2087_4	3	1340	491	470.703
M1948_4	M2159_4	3	1155	831	798.926
M1948_4	M2426_4	3	1240	813	781.443
M1948_4	M2580_4	3	1253	835	806.174
M2087_4	F1336_4	3	1226	400	500.505
M2087_4	F1544_4	3	1256	446	556.448
M2087_4	F1639_4	3	1214	683	851.714
M2087_4	F1833_4	3	1235	686	858.881
M2087_4	F1850_4	3	1280	812	1012.4
M2087_4	F676_4	3	1214	303	377.04
M2087_4	M1222_4	3	1210	524	655.385
M2087_4	M1446_4	3	1290	485	605.42
M2087_4	M1530_4	3	1320	443	548.685
M2087_4	M1948_4	3	1340	472	588.031
M2087_4	M2159_4	3	1236	594	743.171
M2087_4	M2426_4	3	1295	495	619.119
M2087_4	M2580_4	3	1235	549	682.28
M2159_4	F1336_4	3	1294	495	874.844
M2159_4	F1544_4	3	1203	456	801.407
M2159_4	F1639_4	3	1204	715	1264.79
M2159_4	F1833_4	3	1303	821	1448.59
M2159_4	F1850_4	3	1205	838	1471.54
M2159_4	F676_4	3	1320	356	635.372
M2159_4	M1222_4	3	1267	590	1039.41
M2159_4	M1446_4	3	1171	454	800.194
M2159_4	M1530_4	3	1316	559	983.553
M2159_4	M1948_4	3	1155	433	768.44
M2159_4	M2087_4	3	1236	258	460.322
M2159_4	M2426_4	3	1171	478	848.523
M2159_4	M2580_4	3	1405	664	1172.29
M2426_4	F1336_4	3	1125	422	279.011
M2426_4	F1544_4	3	1196	433	287.64
M2426_4	F1639_4	3	1327	729	485.992
M2426_4	F1833_4	3	1380	777	518.669
M2426_4	F1850_4	3	1235	763	505.21
M2426_4	F676_4	3	1022	232	154.453
M2426_4	M1222_4	3	1233	545	362.132
M2426_4	M1446_4	3	1207	397	261.352
M2426_4	M1530_4	3	1175	409	271.952
M2426_4	M1948_4	3	1240	438	290.497
M2426_4	M2087_4	3	1295	224	147.989
M2426_4	M2159_4	3	1171	567	377.22
M2426_4	M2580_4	3	1168	500	334.453
M2580_4	F1336_4	3	1253	1019	1007.33
M2580_4	F1544_4	3	1156	961	946.029
M2580_4	F1639_4	3	1222	1127	1106.63
M2580_4	F1833_4	3	1199	1106	1087.69
M2580_4	F1850_4	3	1176	1095	1079.02
M2580_4	F676_4	3	1338	958	947.456
M2580_4	M1222_4	3	1291	1127	1109.32
M2580_4	M1446_4	3	1260	1048	1029.9
M2580_4	M1530_4	3	1414	1176	1164.89
M2580_4	M1948_4	3	1253	1030	1018.38
M2580_4	M2087_4	3	1235	840	832.549
M2580_4	M2159_4	3	1405	1267	1252.03
M2580_4	M2426_4	3	1168	982	972.274
F1110_4	F2600_4	4	1125	318	442.07
F1110_4	F2691_4	4	1356	687	951.06
F1110_4	F2710_4	4	1251	626	867.291
F1110_4	F2722_4	4	1271	893	1242.48
F1110_4	F58_4	4	1205	787	1095.18
F1110_4	M1069_4	4	1347	692	963.138
F1110_4	M1128_4	4	1141	820	1137.83
F1110_4	M1696_4	4	1396	552	770.753
F1110_4	M1791_4	4	1259	811	1129.47
F1110_4	M22_4	4	1262	443	611.233
F1110_4	M2483_4	4	1273	1024	1427.64
F1110_4	M526_4	4	1418	924	1284.04
F1110_4	M983_4	4	1277	575	799.795
F2600_4	F1110_4	4	1125	642	3268.53
F2600_4	F2691_4	4	1430	705	3585.61
F2600_4	F2710_4	4	1209	570	2900
F2600_4	F2722_4	4	1247	871	4418.07
F2600_4	F58_4	4	1267	847	4324.37
F2600_4	M1069_4	4	1299	641	3274.42
F2600_4	M1128_4	4	1237	839	4263.6
F2600_4	M1696_4	4	1194	450	2278.74
F2600_4	M1791_4	4	1272	825	4218.23
F2600_4	M22_4	4	1311	471	2389.53
F2600_4	M2483_4	4	1333	1043	5315.04
F2600_4	M526_4	4	1362	820	4166.97
F2600_4	M983_4	4	1182	518	2634.15
F2691_4	F1110_4	4	1356	668	2238.44
F2691_4	F2600_4	4	1430	362	1204.15
F2691_4	F2710_4	4	1254	510	1717.01
F2691_4	F2722_4	4	1296	831	2759.35
F2691_4	F58_4	4	1182	632	2110.22
F2691_4	M1069_4	4	1111	456	1521.11
F2691_4	M1128_4	4	1346	795	2646.24
F2691_4	M1696_4	4	1326	402	1341.02
F2691_4	M1791_4	4	1283	684	2294.57
F2691_4	M22_4	4	1213	327	1097.1
F2691_4	M2483_4	4	1311	945	3155.18
F2691_4	M526_4	4	1266	713	2350.25
F2691_4	M983_4	4	1232	429	1427.42
F2710_4	F1110_4	4	1251	587	848.724
F2710_4	F2600_4	4	1209	280	403.396
F2710_4	F2691_4	4	1254	472	679.431
F2710_4	F2722_4	4	1249	761	1098.21
F2710_4	F58_4	4	1294	703	1016.35
F2710_4	M1069_4	4	1212	474	680.546
F2710_4	M1128_4	4	1121	666	959.741
F2710_4	M1696_4	4	1373	413	588.986
F2710_4	M1791_4	4	1188	637	914.512
F2710_4	M22_4	4	1398	360	519.439
F2710_4	M2483_4	4	1383	968	1393.7
F2710_4	M526_4	4	1336	707	1017.69
F2710_4	M983_4	4	1204	410	588.641
F2722_4	F1110_4	4	1271	685	939.651
F2722_4	F2600_4	4	1247	314	429.331
F2722_4	F2691_4	4	1296	563	772.152
F2722_4	F2710_4	4	1249	566	775.442
F2722_4	F58_4	4	1232	731	1012.55
F2722_4	M1069_4	4	1181	523	718.606
F2722_4	M1128_4	4	1364	880	1214.84
F2722_4	M1696_4	4	1253	422	578.826
F2722_4	M1791_4	4	1177	669	913.887
F2722_4	M22_4	4	1183	361	496.378
F2722_4	M2483_4	4	1176	891	1221.51
F2722_4	M526_4	4	1328	775	1067.95
