performer	receiver	pen	nr_meet	nr_interact	nr_bites
F1250_4	F1265_4	1	1281	720	589.19
F1250_4	F1767_4	1	1187	662	541.727
F1250_4	F1975_4	1	1170	532	435.346
F1250_4	F2226_4	1	1394	677	554.002
F1250_4	F2507_4	1	1381	876	716.848
F1250_4	F579_4	1	1283	668	546.637
F1250_4	M1017_4	1	1418	677	554.002
F1250_4	M1301_4	1	1258	406	332.238
F1250_4	M1533_4	1	1270	664	543.364
F1250_4	M2177_4	1	1278	732	599.01
F1250_4	M2347_4	1	1177	828	677.568
F1250_4	M270_4	1	1301	668	546.637
F1250_4	M597_4	1	1364	908	743.034
F1265_4	F1250_4	1	1281	758	497.14
F1265_4	F1767_4	1	1242	475	311.533
F1265_4	F1975_4	1	1205	374	245.291
F1265_4	F2226_4	1	1330	393	257.752
F1265_4	F2507_4	1	1298	600	393.515
F1265_4	F579_4	1	1269	440	288.578
F1265_4	M1017_4	1	1325	381	249.882
F1265_4	M1301_4	1	1276	234	153.471
F1265_4	M1533_4	1	1255	414	271.525
F1265_4	M2177_4	1	1138	462	303.006
F1265_4	M2347_4	1	1290	713	467.627
F1265_4	M270_4	1	1208	387	253.817
F1265_4	M597_4	1	1169	598	392.203
F1767_4	F1250_4	1	1187	950	1360.28
F1767_4	F1265_4	1	1242	801	1146.93
F1767_4	F1975_4	1	1252	665	952.195
F1767_4	F2226_4	1	1266	733	1049.56
F1767_4	F2507_4	1	1121	791	1132.61
F1767_4	F579_4	1	1188	715	1023.79
F1767_4	M1017_4	1	1291	722	1033.81
F1767_4	M1301_4	1	1215	475	680.14
F1767_4	M1533_4	1	1132	702	1005.17
F1767_4	M2177_4	1	1253	854	1222.82
F1767_4	M2347_4	1	1325	1049	1502.03
F1767_4	M270_4	1	1254	757	1083.93
F1767_4	M597_4	1	1241	944	1351.69
F1975_4	F1250_4	1	1170	647	868.372
F1975_4	F1265_4	1	1205	445	597.257
F1975_4	F1767_4	1	1252	428	574.441
F1975_4	F2226_4	1	1253	368	493.912
F1975_4	F2507_4	1	1266	573	769.053
F1975_4	F579_4	1	1328	428	574.441
F1975_4	M1017_4	1	1311	349	468.411
F1975_4	M1301_4	1	1334	253	339.564
F1975_4	M1533_4	1	1200	385	516.728
F1975_4	M2177_4	1	1276	496	665.707
F1975_4	M2347_4	1	1260	641	860.319
F1975_4	M270_4	1	1257	386	518.07
F1975_4	M597_4	1	1309	654	877.767
F2226_4	F1250_4	1	1394	932	1678.93
F2226_4	F1265_4	1	1330	651	1172.73
F2226_4	F1767_4	1	1266	598	1077.25
F2226_4	F1975_4	1	1253	508	915.125
F2226_4	F2507_4	1	1144	656	1181.74
F2226_4	F579_4	1	1278	565	1017.81
F2226_4	M1017_4	1	1240	447	805.238
F2226_4	M1301_4	1	1210	337	607.081
F2226_4	M1533_4	1	1417	695	1251.99
F2226_4	M2177_4	1	1304	710	1279.01
F2226_4	M2347_4	1	1278	835	1504.19
F2226_4	M270_4	1	1255	547	985.38
F2226_4	M597_4	1	1361	856	1542.02
F2507_4	F1250_4	1	1381	1096	939.347
F2507_4	F1265_4	1	1298	841	720.795
F2507_4	F1767_4	1	1121	706	605.09
F2507_4	F1975_4	1	1266	709	607.662
F2507_4	F2226_4	1	1144	673	576.807
F2507_4	F579_4	1	1176	713	611.09
F2507_4	M1017_4	1	1226	665	569.951
F2507_4	M1301_4	1	1256	520	445.676
F2507_4	M1533_4	1	1313	802	687.369
F2507_4	M2177_4	1	1228	857	734.508
F2507_4	M2347_4	1	1112	867	743.078
F2507_4	M270_4	1	1297	788	675.37
F2507_4	M597_4	1	1257	964	826.214
F579_4	F1250_4	1	1283	719	606.433
F579_4	F1265_4	1	1269	470	396.417
F579_4	F1767_4	1	1188	439	370.27
F579_4	F1975_4	1	1328	361	304.482
F579_4	F2226_4	1	1278	373	314.603
F579_4	F2507_4	1	1176	531	447.867
F579_4	M1017_4	1	1256	341	287.613
F579_4	M1301_4	1	1349	224	188.931
F579_4	M1533_4	1	1193	373	314.603
F579_4	M2177_4	1	1193	495	417.503
F579_4	M2347_4	1	1147	604	509.438
F579_4	M270_4	1	1139	337	284.239
F579_4	M597_4	1	1163	536	452.084
M1017_4	F1250_4	1	1418	941	2033.4
M1017_4	F1265_4	1	1325	675	1458.6
M1017_4	F1767_4	1	1291	639	1380.81
M1017_4	F1975_4	1	1311	544	1175.53
M1017_4	F2226_4	1	1240	534	1153.92
M1017_4	F2507_4	1	1226	719	1553.68
M1017_4	F579_4	1	1256	562	1214.42
M1017_4	M1301_4	1	1191	327	706.612
M1017_4	M1533_4	1	1148	571	1233.87
M1017_4	M2177_4	1	1273	699	1510.46
M1017_4	M2347_4	1	1191	780	1685.5
M1017_4	M270_4	1	1213	555	1199.3
M1017_4	M597_4	1	1253	792	1711.43
M1301_4	F1250_4	1	1258	852	778.476
M1301_4	F1265_4	1	1276	632	577.461
M1301_4	F1767_4	1	1215	561	512.588
M1301_4	F1975_4	1	1334	533	487.005
M1301_4	F2226_4	1	1210	519	474.213
M1301_4	F2507_4	1	1256	699	638.679
M1301_4	F579_4	1	1349	615	561.928
M1301_4	M1017_4	1	1191	469	428.527
M1301_4	M1533_4	1	1231	528	482.436
M1301_4	M2177_4	1	1250	655	598.476
M1301_4	M2347_4	1	1222	794	725.481
M1301_4	M270_4	1	1312	571	521.725
M1301_4	M597_4	1	1329	809	739.187
M1533_4	F1250_4	1	1270	750	1018.06
M1533_4	F1265_4	1	1255	517	701.781
M1533_4	F1767_4	1	1132	457	620.336
M1533_4	F1975_4	1	1200	374	507.671
M1533_4	F2226_4	1	1417	477	647.485
M1533_4	F2507_4	1	1313	628	852.453
M1533_4	F579_4	1	1193	446	605.405
M1533_4	M1017_4	1	1148	332	450.66
M1533_4	M1301_4	1	1231	254	344.782
M1533_4	M2177_4	1	1373	622	844.309
M1533_4	M2347_4	1	1395	761	1032.99
M1533_4	M270_4	1	1352	487	661.059
M1533_4	M597_4	1	1295	660	895.891
M2177_4	F1250_4	1	1278	700	1640.02
M2177_4	F1265_4	1	1138	440	1030.87
M2177_4	F1767_4	1	1253	462	1082.41
M2177_4	F1975_4	1	1276	342	801.267
M2177_4	F2226_4	1	1304	402	941.841
M2177_4	F2507_4	1	1228	526	1232.36
M2177_4	F579_4	1	1193	420	984.013
M2177_4	M1017_4	1	1273	376	880.926
M2177_4	M1301_4	1	1250	216	506.064
M2177_4	M1533_4	1	1373	481	1126.93
M2177_4	M2347_4	1	1345	719	1684.54
M2177_4	M270_4	1	1184	379	887.954
M2177_4	M597_4	1	1140	567	1328.42
M2347_4	F1250_4	1	1177	664	912.339
M2347_4	F1265_4	1	1290	482	662.27
M2347_4	F1767_4	1	1325	494	678.758
M2347_4	F1975_4	1	1260	386	530.366
M2347_4	F2226_4	1	1278	390	535.862
M2347_4	F2507_4	1	1112	525	721.352
M2347_4	F579_4	1	1147	369	507.007
M2347_4	M1017_4	1	1191	350	480.901
M2347_4	M1301_4	1	1222	233	320.143
M2347_4	M1533_4	1	1395	476	654.026
M2347_4	M2177_4	1	1345	570	783.182
M2347_4	M270_4	1	1237	442	607.31
M2347_4	M597_4	1	1248	641	880.737
M270_4	F1250_4	1	1301	841	761.693
M270_4	F1265_4	1	1208	591	535.268
M270_4	F1767_4	1	1254	602	545.231
M270_4	F1975_4	1	1257	500	452.849
M270_4	F2226_4	1	1255	506	458.284
M270_4	F2507_4	1	1297	747	676.557
M270_4	F579_4	1	1139	508	460.095
M270_4	M1017_4	1	1213	442	400.319
M270_4	M1301_4	1	1312	352	318.806
M270_4	M1533_4	1	1352	616	557.911
M270_4	M2177_4	1	1184	597	540.702
M270_4	M2347_4	1	1237	802	726.371
M270_4	M597_4	1	1258	767	694.671
M597_4	F1250_4	1	1364	998	2040.73
M597_4	F1265_4	1	1169	669	1367.99
M597_4	F1767_4	1	1241	715	1462.05
M597_4	F1975_4	1	1309	615	1257.57
M597_4	F2226_4	1	1361	699	1429.33
M597_4	F2507_4	1	1257	786	1607.23
M597_4	F579_4	1	1163	614	1255.52
M597_4	M1017_4	1	1253	620	1267.79
M597_4	M1301_4	1	1329	445	909.946
M597_4	M1533_4	1	1295	697	1425.24
M597_4	M2177_4	1	1140	692	1415.02
M597_4	M2347_4	1	1248	901	1842.38
M597_4	M270_4	1	1258	664	1357.76
F100_4	F1113_4	2	1285	550	661.157
F100_4	F1212_4	2	1179	800	961.683
F100_4	F2271_4	2	1222	809	972.502
F100_4	F49_4	2	1216	692	831.856
F100_4	M1129_4	2	1252	894	1074.68
F100_4	M1749_4	2	1165	867	1042.22
F100_4	M1799_4	2	1460	647	777.761
F100_4	M2378_4	2	1265	719	864.313
F100_4	M330_4	2	1264	681	818.633
F100_4	M37_4	2	1212	521	626.296
F100_4	M485_4	2	1229	1046	1257.4
F100_4	M729_4	2	1195	768	923.216
F100_4	M878_4	2	1220	488	586.627
F1113_4	F100_4	2	1285	755	1074.69
F1113_4	F1212_4	2	1416	986	1403.51
F1113_4	F2271_4	2	1367	874	1244.08
F1113_4	F49_4	2	1259	744	1059.03
F1113_4	M1129_4	2	1158	803	1143.02
F1113_4	M1749_4	2	1226	903	1285.36
F1113_4	M1799_4	2	1324	562	799.969
F1113_4	M2378_4	2	1392	779	1108.85
F1113_4	M330_4	2	1234	671	955.124
F1113_4	M37_4	2	1233	523	744.456
F1113_4	M485_4	2	1291	1075	1530.19
F1113_4	M729_4	2	1205	736	1047.65
F1113_4	M878_4	2	1271	539	767.23
F1212_4	F100_4	2	1179	742	901.237
F1212_4	F1113_4	2	1416	712	864.799
F1212_4	F2271_4	2	1257	891	1082.21
F1212_4	F49_4	2	1221	775	941.319
F1212_4	M1129_4	2	1235	948	1151.45
F1212_4	M1749_4	2	1145	882	1071.28
F1212_4	M1799_4	2	1411	695	844.15
F1212_4	M2378_4	2	1203	743	902.451
F1212_4	M330_4	2	1183	728	884.232
F1212_4	M37_4	2	1229	608	738.48
F1212_4	M485_4	2	1157	1008	1224.32
F1212_4	M729_4	2	1276	864	1049.42
F1212_4	M878_4	2	1211	585	710.544
F2271_4	F100_4	2	1222	521	1504.43
F2271_4	F1113_4	2	1367	452	1305.18
F2271_4	F1212_4	2	1257	732	2113.7
F2271_4	F49_4	2	1218	603	1741.21
F2271_4	M1129_4	2	1314	812	2344.71
F2271_4	M1749_4	2	1269	796	2298.51
F2271_4	M1799_4	2	1249	421	1215.67
F2271_4	M2378_4	2	1243	553	1596.83
F2271_4	M330_4	2	1230	548	1582.39
F2271_4	M37_4	2	1333	456	1316.73
F2271_4	M485_4	2	1246	981	2832.71
F2271_4	M729_4	2	1242	649	1874.04
F2271_4	M878_4	2	1281	397	1146.37
F49_4	F100_4	2	1216	844	511.642
F49_4	F1113_4	2	1259	762	461.933
F49_4	F1212_4	2	1221	989	599.542
F49_4	F2271_4	2	1218	953	577.719
F49_4	M1129_4	2	1303	1055	639.552
F49_4	M1749_4	2	1352	1149	696.536
F49_4	M1799_4	2	1237	727	440.715
F49_4	M2378_4	2	1210	853	517.098
F49_4	M330_4	2	1274	887	537.709
F49_4	M37_4	2	1366	824	499.518
F49_4	M485_4	2	1343	1223	741.396
F49_4	M729_4	2	1394	1059	641.977
F49_4	M878_4	2	1267	696	421.923
M1129_4	F100_4	2	1252	486	950.164
M1129_4	F1113_4	2	1158	360	703.825
M1129_4	F1212_4	2	1235	702	1372.46
M1129_4	F2271_4	2	1314	661	1292.3
M1129_4	F49_4	2	1303	600	1173.04
M1129_4	M1749_4	2	1248	823	1609.02
M1129_4	M1799_4	2	1083	340	664.724
M1129_4	M2378_4	2	1318	571	1116.35
M1129_4	M330_4	2	1307	547	1069.42
M1129_4	M37_4	2	1293	405	791.804
M1129_4	M485_4	2	1445	1106	2162.31
M1129_4	M729_4	2	1374	730	1427.2
M1129_4	M878_4	2	1181	334	652.994
M1749_4	F100_4	2	1165	371	462.042
M1749_4	F1113_4	2	1226	267	332.521
M1749_4	F1212_4	2	1145	492	612.735
M1749_4	F2271_4	2	1269	514	640.134
M1749_4	F49_4	2	1352	470	585.337
M1749_4	M1129_4	2	1248	588	732.293
M1749_4	M1799_4	2	1214	229	285.196
M1749_4	M2378_4	2	1145	383	476.987
M1749_4	M330_4	2	1220	384	478.232
M1749_4	M37_4	2	1572	301	374.864
M1749_4	M485_4	2	1308	884	1100.93
M1749_4	M729_4	2	1410	541	673.76
M1749_4	M878_4	2	1327	275	342.484
M1799_4	F100_4	2	1460	935	1200.45
M1799_4	F1113_4	2	1324	706	906.435
M1799_4	F1212_4	2	1411	1077	1382.76
M1799_4	F2271_4	2	1249	892	1145.24
M1799_4	F49_4	2	1237	825	1059.22
M1799_4	M1129_4	2	1083	840	1078.48
M1799_4	M1749_4	2	1214	988	1268.49
M1799_4	M2378_4	2	1229	826	1060.5
M1799_4	M330_4	2	1146	728	934.68
M1799_4	M37_4	2	1302	684	878.189
M1799_4	M485_4	2	1288	1157	1485.47
M1799_4	M729_4	2	1274	912	1170.92
M1799_4	M878_4	2	1310	657	843.523
M2378_4	F100_4	2	1265	506	627.802
M2378_4	F1113_4	2	1392	407	504.972
M2378_4	F1212_4	2	1203	657	815.151
M2378_4	F2271_4	2	1243	649	805.225
M2378_4	F49_4	2	1210	533	661.302
M2378_4	M1129_4	2	1318	773	959.074
M2378_4	M1749_4	2	1145	702	870.983
M2378_4	M1799_4	2	1229	360	446.658
M2378_4	M330_4	2	1408	573	710.93
M2378_4	M37_4	2	1205	366	454.102
M2378_4	M485_4	2	1349	1007	1249.4
M2378_4	M729_4	2	1214	591	733.263
M2378_4	M878_4	2	1247	336	416.881
M330_4	F100_4	2	1264	494	608.743
M330_4	F1113_4	2	1234	387	476.89
M330_4	F1212_4	2	1183	621	765.242
M330_4	F2271_4	2	1230	631	777.564
M330_4	F49_4	2	1274	537	661.731
M330_4	M1129_4	2	1307	785	967.334
M330_4	M1749_4	2	1220	736	906.953
M330_4	M1799_4	2	1146	325	400.489
M330_4	M2378_4	2	1408	612	754.151
M330_4	M37_4	2	1209	377	464.567
M330_4	M485_4	2	1322	989	1218.72
M330_4	M729_4	2	1325	682	840.41
M330_4	M878_4	2	1164	326	401.721
M37_4	F100_4	2	1212	548	348.244
M37_4	F1113_4	2	1233	460	292.322
M37_4	F1212_4	2	1229	760	482.967
M37_4	F2271_4	2	1333	784	498.218
M37_4	F49_4	2	1366	666	423.231
M37_4	M1129_4	2	1293	795	505.209
M37_4	M1749_4	2	1572	1050	667.257
M37_4	M1799_4	2	1302	472	299.948
M37_4	M2378_4	2	1205	572	363.496
M37_4	M330_4	2	1209	582	369.851
M37_4	M485_4	2	1268	1022	649.463
M37_4	M729_4	2	1124	603	383.196
M37_4	M878_4	2	1277	433	275.164
M485_4	F100_4	2	1229	607	689.024
M485_4	F1113_4	2	1291	504	572.105
M485_4	F1212_4	2	1157	731	829.78
M485_4	F2271_4	2	1246	726	824.104
M485_4	F49_4	2	1343	702	796.861
M485_4	M1129_4	2	1445	975	1106.75
M485_4	M1749_4	2	1308	909	1031.83
M485_4	M1799_4	2	1288	476	540.322
M485_4	M2378_4	2	1349	695	788.915
M485_4	M330_4	2	1322	666	755.996
M485_4	M37_4	2	1268	481	545.997
M485_4	M729_4	2	1329	803	911.509
M485_4	M878_4	2	1253	452	513.079
M729_4	F100_4	2	1195	733	841.181
M729_4	F1113_4	2	1205	615	705.765
M729_4	F1212_4	2	1276	940	1078.73
M729_4	F2271_4	2	1242	862	989.219
M729_4	F49_4	2	1394	903	1036.27
M729_4	M1129_4	2	1374	1017	1167.09
M729_4	M1749_4	2	1410	1098	1260.05
M729_4	M1799_4	2	1274	603	691.994
M729_4	M2378_4	2	1214	745	854.952
M729_4	M330_4	2	1325	816	936.43
M729_4	M37_4	2	1124	522	599.04
M729_4	M485_4	2	1329	1156	1326.61
M729_4	M878_4	2	1294	590	677.076
M878_4	F100_4	2	1220	578	400.319
M878_4	F1113_4	2	1271	454	314.437
M878_4	F1212_4	2	1211	722	500.052
M878_4	F2271_4	2	1281	735	509.056
M878_4	F49_4	2	1267	647	448.108
M878_4	M1129_4	2	1181	746	516.675
M878_4	M1749_4	2	1327	872	603.941
M878_4	M1799_4	2	1310	444	307.511
M878_4	M2378_4	2	1247	602	416.941
M878_4	M330_4	2	1164	551	381.619
M878_4	M37_4	2	1277	460	318.593
M878_4	M485_4	2	1253	1021	707.138
M878_4	M729_4	2	1294	710	491.741
F1336_4	F1544_4	3	1190	539	1064.65
F1336_4	F1639_4	3	1200	770	1520.93
F1336_4	F1833_4	3	1301	899	1775.73
F1336_4	F1850_4	3	1303	955	1886.34
F1336_4	F676_4	3	1286	408	805.894
F1336_4	M1222_4	3	1274	694	1370.81
F1336_4	M1446_4	3	1282	600	1185.14
F1336_4	M1530_4	3	1247	584	1153.53
F1336_4	M1948_4	3	1304	589	1163.41
F1336_4	M2087_4	3	1226	315	622.197
F1336_4	M2159_4	3	1294	809	1597.96
F1336_4	M2426_4	3	1125	530	1046.87
F1336_4	M2580_4	3	1253	669	1321.43
F1544_4	F1336_4	3	1190	647	845.505
F1544_4	F1639_4	3	1211	913	1193.12
F1544_4	F1833_4	3	1381	1060	1385.22
F1544_4	F1850_4	3	1193	984	1285.9
F1544_4	F676_4	3	1318	557	727.892
F1544_4	M1222_4	3	1239	801	1046.75
F1544_4	M1446_4	3	1497	895	1169.59
F1544_4	M1530_4	3	1176	717	936.982
F1544_4	M1948_4	3	1400	791	1033.69
F1544_4	M2087_4	3	1256	476	622.041
F1544_4	M2159_4	3	1203	880	1149.99
F1544_4	M2426_4	3	1196	721	942.209
F1544_4	M2580_4	3	1156	801	1046.75
F1639_4	F1336_4	3	1200	462	875.11
F1639_4	F1544_4	3	1211	500	947.089
F1639_4	F1833_4	3	1201	754	1428.21
F1639_4	F1850_4	3	1391	941	1782.42
F1639_4	F676_4	3	1245	378	715.999
F1639_4	M1222_4	3	1183	570	1079.68
F1639_4	M1446_4	3	1346	544	1030.43
F1639_4	M1530_4	3	1321	545	1032.33
F1639_4	M1948_4	3	1256	493	933.829
F1639_4	M2087_4	3	1214	248	469.756
F1639_4	M2159_4	3	1204	681	1289.93
F1639_4	M2426_4	3	1327	611	1157.34
F1639_4	M2580_4	3	1222	603	1142.19
F1833_4	F1336_4	3	1301	706	762.619
F1833_4	F1544_4	3	1381	766	827.43
F1833_4	F1639_4	3	1201	877	947.332
F1833_4	F1850_4	3	1398	1132	1222.78
F1833_4	F676_4	3	1198	486	524.975
F1833_4	M1222_4	3	1281	830	896.563
F1833_4	M1446_4	3	1312	744	803.666
F1833_4	M1530_4	3	1343	753	813.388
F1833_4	M1948_4	3	1229	689	744.255
F1833_4	M2087_4	3	1235	418	451.522
F1833_4	M2159_4	3	1303	927	1001.34
F1833_4	M2426_4	3	1380	807	871.718
F1833_4	M2580_4	3	1199	776	838.232
F1850_4	F1336_4	3	1303	508	275.553
F1850_4	F1544_4	3	1193	445	241.38
F1850_4	F1639_4	3	1391	820	444.791
F1850_4	F1833_4	3	1398	885	480.049
F1850_4	F676_4	3	1291	326	176.832
F1850_4	M1222_4	3	1185	594	322.202
F1850_4	M1446_4	3	1291	520	282.063
F1850_4	M1530_4	3	1298	519	281.52
F1850_4	M1948_4	3	1160	449	243.55
F1850_4	M2087_4	3	1280	268	145.371
F1850_4	M2159_4	3	1205	661	358.545
F1850_4	M2426_4	3	1235	518	280.978
F1850_4	M2580_4	3	1176	607	329.254
F676_4	F1336_4	3	1286	487	799.564
F676_4	F1544_4	3	1318	544	893.148
F676_4	F1639_4	3	1245	752	1234.65
F676_4	F1833_4	3	1198	787	1292.11
F676_4	F1850_4	3	1291	873	1433.31
F676_4	M1222_4	3	1330	647	1062.26
F676_4	M1446_4	3	1363	566	929.268
F676_4	M1530_4	3	1291	562	922.701
F676_4	M1948_4	3	1305	534	876.73
F676_4	M2087_4	3	1214	302	495.828
F676_4	M2159_4	3	1320	745	1223.15
F676_4	M2426_4	3	1022	426	699.414
F676_4	M2580_4	3	1338	666	1093.45
M1222_4	F1336_4	3	1274	574	1276.59
M1222_4	F1544_4	3	1239	630	1401.14
M1222_4	F1639_4	3	1183	814	1810.36
M1222_4	F1833_4	3	1281	905	2012.75
M1222_4	F1850_4	3	1185	879	1954.92
M1222_4	F676_4	3	1330	449	998.59
M1222_4	M1446_4	3	1319	636	1414.48
M1222_4	M1530_4	3	1269	621	1381.12
M1222_4	M1948_4	3	1143	538	1196.53
M1222_4	M2087_4	3	1210	328	729.482
M1222_4	M2159_4	3	1267	802	1783.67
M1222_4	M2426_4	3	1233	669	1487.88
M1222_4	M2580_4	3	1291	713	1585.73
M1446_4	F1336_4	3	1282	582	255.567
M1446_4	F1544_4	3	1497	786	345.147
M1446_4	F1639_4	3	1346	928	407.502
M1446_4	F1833_4	3	1312	952	418.04
M1446_4	F1850_4	3	1291	987	433.409
M1446_4	F676_4	3	1363	475	208.581
M1446_4	M1222_4	3	1319	784	344.269
M1446_4	M1530_4	3	1258	652	286.305
M1446_4	M1948_4	3	1389	712	312.652
M1446_4	M2087_4	3	1290	347	152.374
M1446_4	M2159_4	3	1171	804	353.051
M1446_4	M2426_4	3	1207	651	285.866
M1446_4	M2580_4	3	1260	767	336.804
M1530_4	F1336_4	3	1247	485	458.357
M1530_4	F1544_4	3	1176	488	461.192
M1530_4	F1639_4	3	1321	744	703.129
M1530_4	F1833_4	3	1343	832	786.295
M1530_4	F1850_4	3	1298	868	820.318
M1530_4	F676_4	3	1291	334	315.652
M1530_4	M1222_4	3	1269	604	570.82
M1530_4	M1446_4	3	1258	524	495.215
M1530_4	M1948_4	3	1141	445	420.555
M1530_4	M2087_4	3	1320	283	267.454
M1530_4	M2159_4	3	1316	731	690.844
M1530_4	M2426_4	3	1175	520	491.435
M1530_4	M2580_4	3	1414	660	623.744
M1948_4	F1336_4	3	1304	748	718.491
M1948_4	F1544_4	3	1400	812	779.966
M1948_4	F1639_4	3	1256	932	895.232
M1948_4	F1833_4	3	1229	937	900.035
M1948_4	F1850_4	3	1160	930	893.311
M1948_4	F676_4	3	1305	561	538.868
M1948_4	M1222_4	3	1143	740	710.807
M1948_4	M1446_4	3	1389	814	781.888
M1948_4	M1530_4	3	1141	686	658.937
M1948_4	M2087_4	3	1340	491	471.63
M1948_4	M2159_4	3	1155	831	798.217
M1948_4	M2426_4	3	1240	813	780.927
M1948_4	M2580_4	3	1253	835	802.059
M2087_4	F1336_4	3	1226	400	497.134
M2087_4	F1544_4	3	1256	446	554.304
M2087_4	F1639_4	3	1214	683	848.856
M2087_4	F1833_4	3	1235	686	852.585
M2087_4	F1850_4	3	1280	812	1009.18
M2087_4	F676_4	3	1214	303	376.579
M2087_4	M1222_4	3	1210	524	651.246
M2087_4	M1446_4	3	1290	485	602.775
M2087_4	M1530_4	3	1320	443	550.576
M2087_4	M1948_4	3	1340	472	586.618
M2087_4	M2159_4	3	1236	594	738.244
M2087_4	M2426_4	3	1295	495	615.203
M2087_4	M2580_4	3	1235	549	682.316
M2159_4	F1336_4	3	1294	495	870.421
M2159_4	F1544_4	3	1203	456	801.843
M2159_4	F1639_4	3	1204	715	1257.28
M2159_4	F1833_4	3	1303	821	1443.67
M2159_4	F1850_4	3	1205	838	1473.56
M2159_4	F676_4	3	1320	356	626
M2159_4	M1222_4	3	1267	590	1037.47
M2159_4	M1446_4	3	1171	454	798.326
M2159_4	M1530_4	3	1316	559	982.961
M2159_4	M1948_4	3	1155	433	761.399
M2159_4	M2087_4	3	1236	258	453.674
M2159_4	M2426_4	3	1171	478	840.528
M2159_4	M2580_4	3	1405	664	1167.6
M2426_4	F1336_4	3	1125	422	278.75
M2426_4	F1544_4	3	1196	433	286.016
M2426_4	F1639_4	3	1327	729	481.537
M2426_4	F1833_4	3	1380	777	513.244
M2426_4	F1850_4	3	1235	763	503.996
M2426_4	F676_4	3	1022	232	153.246
M2426_4	M1222_4	3	1233	545	359.997
M2426_4	M1446_4	3	1207	397	262.236
M2426_4	M1530_4	3	1175	409	270.163
M2426_4	M1948_4	3	1240	438	289.319
M2426_4	M2087_4	3	1295	224	147.962
M2426_4	M2159_4	3	1171	567	374.529
M2426_4	M2580_4	3	1168	500	330.273
M2580_4	F1336_4	3	1253	1019	1000.27
M2580_4	F1544_4	3	1156	961	943.334
M2580_4	F1639_4	3	1222	1127	1106.28
M2580_4	F1833_4	3	1199	1106	1085.67
M2580_4	F1850_4	3	1176	1095	1074.87
M2580_4	F676_4	3	1338	958	940.39
M2580_4	M1222_4	3	1291	1127	1106.28
M2580_4	M1446_4	3	1260	1048	1028.74
M2580_4	M1530_4	3	1414	1176	1154.38
M2580_4	M1948_4	3	1253	1030	1011.07
M2580_4	M2087_4	3	1235	840	824.559
M2580_4	M2159_4	3	1405	1267	1243.71
M2580_4	M2426_4	3	1168	982	963.948
F1110_4	F2600_4	4	1125	318	439.676
F1110_4	F2691_4	4	1356	687	949.866
F1110_4	F2710_4	4	1251	626	865.526
F1110_4	F2722_4	4	1271	893	1234.69
F1110_4	F58_4	4	1205	787	1088.13
F1110_4	M1069_4	4	1347	692	956.78
F1110_4	M1128_4	4	1141	820	1133.76
F1110_4	M1696_4	4	1396	552	763.211
F1110_4	M1791_4	4	1259	811	1121.31
F1110_4	M22_4	4	1262	443	612.505
F1110_4	M2483_4	4	1273	1024	1415.81
F1110_4	M526_4	4	1418	924	1277.55
F1110_4	M983_4	4	1277	575	795.012
F2600_4	F1110_4	4	1125	642	3250.43
F2600_4	F2691_4	4	1430	705	3569.4
F2600_4	F2710_4	4	1209	570	2885.89
F2600_4	F2722_4	4	1247	871	4409.85
F2600_4	F58_4	4	1267	847	4288.34
F2600_4	M1069_4	4	1299	641	3245.37
F2600_4	M1128_4	4	1237	839	4247.83
F2600_4	M1696_4	4	1194	450	2278.34
F2600_4	M1791_4	4	1272	825	4176.95
F2600_4	M22_4	4	1311	471	2384.66
F2600_4	M2483_4	4	1333	1043	5280.68
F2600_4	M526_4	4	1362	820	4151.64
F2600_4	M983_4	4	1182	518	2622.62
F2691_4	F1110_4	4	1356	668	2217.3
F2691_4	F2600_4	4	1430	362	1201.59
F2691_4	F2710_4	4	1254	510	1692.85
F2691_4	F2722_4	4	1296	831	2758.35
F2691_4	F58_4	4	1182	632	2097.81
F2691_4	M1069_4	4	1111	456	1513.61
F2691_4	M1128_4	4	1346	795	2638.85
F2691_4	M1696_4	4	1326	402	1334.36
F2691_4	M1791_4	4	1283	684	2270.41
F2691_4	M22_4	4	1213	327	1085.42
F2691_4	M2483_4	4	1311	945	3136.75
F2691_4	M526_4	4	1266	713	2366.67
F2691_4	M983_4	4	1232	429	1423.99
F2710_4	F1110_4	4	1251	587	839.298
F2710_4	F2600_4	4	1209	280	400.346
F2710_4	F2691_4	4	1254	472	674.87
F2710_4	F2722_4	4	1249	761	1088.08
F2710_4	F58_4	4	1294	703	1005.16
F2710_4	M1069_4	4	1212	474	677.729
F2710_4	M1128_4	4	1121	666	952.252
F2710_4	M1696_4	4	1373	413	590.511
F2710_4	M1791_4	4	1188	637	910.788
F2710_4	M22_4	4	1398	360	514.731
F2710_4	M2483_4	4	1383	968	1384.05
F2710_4	M526_4	4	1336	707	1010.87
F2710_4	M983_4	4	1204	410	586.221
F2722_4	F1110_4	4	1271	685	937.278
F2722_4	F2600_4	4	1247	314	429.643
F2722_4	F2691_4	4	1296	563	770.347
F2722_4	F2710_4	4	1249	566	774.452
F2722_4	F58_4	4	1232	731	1000.22
F2722_4	M1069_4	4	1181	523	715.615
F2722_4	M1128_4	4	1364	880	1204.09
F2722_4	M1696_4	4	1253	422	577.418
F2722_4	M1791_4	4	1177	669	915.385
F2722_4	M22_4	4	1183	361	493.952
F2722_4	M2483_4	4	1176	891	1219.15
F2722_4	M526_4	4	1328	775	1060.42
