ID Pen Trait_1 Trait_2 Trait_3 Trait_4
M455_4 15 0.612526739551727 0.410341783079758 0 0.772023820225645
M474_4 15 -0.633407356368659 0.394913907128205 0 -0.149057636157994
F1284_4 16 0.109232996513399 0.686171385693349 0 -0.740276045024571
F1296_4 16 0.478770045118706 -0.00084467107214381 0 0.792854699708632
F1677_4 16 0.143340672212253 0.134607264100582 0 0.491857033816876
F2348_4 16 -0.0652168626503674 -0.301571281993431 0 -0.046876200253197
F2757_4 16 -0.731281886937034 0.010970866159961 0 0.0625917615543863
F2781_4 16 0.636282250087376 0.505959211725736 0 0.258132700517053
M1059_4 16 0.188052815037584 -0.914721958860827 0 -0.170937884584136
M1172_4 16 -1.22960530200965 0.123269158000209 0 -0.749057826161567
M1596_4 16 0.879049294269663 -0.998002834477801 0 0.585878104194664
M1668_4 16 1.04657590528565 0.742751455513938 0 -0.077257876354576
M2012_4 16 0.861282385785461 0.177011447731485 0 0.490594508282404
M2110_4 16 0.546255236194759 0.715726381549827 0 -0.257890702952723
M2597_4 16 0.0280896605457691 0.399644530523559 0 0.755800534082979
M797_4 16 0.764790304770732 -0.0109921251108483 0 -0.179400538384105
F1272_4 17 0.432877690815345 -0.436957632071553 0 -0.262195724345006
F1630_4 17 0.0191182254042877 0.0215962258303648 0 -0.27335586419735
F2257_4 17 0.377664900750005 -0.208710254197705 0 -0.117377917128404
F268_4 17 0.0790543609553798 1.17173593517132 0 -0.119539806205562
F2690_4 17 0.4604653707633 0.2642329570006 0 0.373648561480307
F40_4 17 0.649288295635299 0.0204383018449803 0 1.20035460847982
F554_4 17 -0.810157947129533 -0.693429317430345 0 0.104713282311867
F572_4 17 0.00255052861228981 0.644768910627873 0 -0.145533905775549
M1265_4 17 -0.140475046558681 0.220356196691808 0 0.162974163814311
M2079_4 17 0.0143276457787103 -0.204252729922954 0 -0.20890108451363
M2156_4 17 -0.15654774198048 -0.426598329289681 0 0.200951938051952
M2265_4 17 0.386540133991815 0.136859931799182 0 -0.155478469227981
M2762_4 17 -0.0414237979306434 -0.465033387294427 0 0.0046647391725983
M610_4 17 0.0130736967269162 -0.0305922075365786 0 0.625543799034831
F1259_4 18 -0.230435225421919 0.131621988571126 0 0.277231068554216
F1275_4 18 -0.341561598912759 0.308598201424229 0 -0.360870812893208
F1412_4 18 -0.0269606191122796 0.213390585324416 0 0.542043192393475
F164_4 18 -0.12922583381536 0.154032513017209 0 -0.355600294634028
F1864_4 18 0.0854060937979555 0.389959790173557 0 0.106694571132223
F2039_4 18 0.0220100809124528 0.38433033098234 0 0.599898823384187
F2298_4 18 0.090969550175703 0.233649713363952 0 -0.250066107974396
F2681_4 18 -0.363568348078218 0.234536302605558 0 0.518695642586664
F270_4 18 0.208493140108319 -0.198677464362794 0 0.364540753625088
F621_4 18 0.209185418000979 0.12172099065091 0 0.588933826969084
F706_4 18 1.06327955065609 0.189328087426604 0 1.0125223247793
F786_4 18 -0.518609104221556 -0.294080722453563 0 -0.014015975726429
M1760_4 18 -0.141851913162463 -0.818790228840564 0 0.529723417533544
M2043_4 18 1.10064072092782 -0.338723994626796 0 0.297349899419739
F1137_4 19 -0.440323034443377 -0.232560221716208 0 -0.184627504202557
F1249_4 19 1.11141150008295 -0.207691732259168 0 0.0525314324936086
F1703_4 19 -0.640545741951735 1.44008787605349 0 -0.183997860193383
F2403_4 19 0.124547032037406 0.146480981577583 0 -0.177927210021247
F2541_4 19 -0.568154013215975 -0.460916520117067 0 -0.612123825144981
F492_4 19 0.388359266156394 -0.490506452489746 0 -0.345888816563293
M1221_4 19 0.436016832232153 -0.0271222795191222 0 -0.567965540047001
M1463_4 19 -0.410702945283964 0.28193037698185 0 0.304808335056475
M1498_4 19 -0.51324366205824 -0.35579562039785 0 0.0574331145613082
M1957_4 19 0.700948247959082 -0.452305435863127 0 -0.327848293892032
M2033_4 19 -0.345410521531371 0.184392217435951 0 0.431639195668837
M2221_4 19 -0.293683661671576 0.355124181255708 0 0.785842079080314
M2283_4 19 0.432366906781094 0.051118552750377 0 0.812661060560234
M462_4 19 -1.03027394597702 0.0377560395759644 0 -0.758072071785383
F1005_4 20 -0.160816198088268 -0.921552299140195 0 0.646288128358352
F1114_4 20 -0.0923666938504398 -0.135070432840097 0 0.110937078125526
F13_4 20 0.430692799328944 -0.663521358773037 0 0.194560362688619
F1481_4 20 0.569972333071518 -0.0755644241431799 0 0.206447899601178
F1789_4 20 -0.352264802559949 0.0927196443176298 0 -0.294735664055175
